Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Gross Revenue,Date,Time,Payment,Unit Cost
374-38-5555,B,Mumbai,Normal,Female,Fashion accessories,63.71,5,3.19,334.48,02-07-2019,19:30,Ewallet,12.74
373-73-7910,A,Chennai,Normal,Male,Sports and travel,86.31,7,4.32,634.38,02-08-2019,10:37,Ewallet,12.95
649-29-6775,B,Mumbai,Normal,Male,Fashion accessories,33.52,1,1.68,35.2,02-08-2019,15:31,Cash,7.37
354-25-5821,B,Mumbai,Member,Female,Sports and travel,69.12,6,3.46,435.46,02-08-2019,13:03,Cash,13.13
549-84-7482,B,Mumbai,Normal,Female,Sports and travel,90.28,9,4.51,853.15,02-08-2019,11:15,Ewallet,17.15
687-47-8271,A,Chennai,Normal,Male,Fashion accessories,98.98,10,4.95,"1,039.29",02-08-2019,16:20,Credit card,16.83
732-04-5373,B,Mumbai,Member,Male,Home and lifestyle,46.47,4,2.32,195.17,02-08-2019,10:53,Cash,10.22
271-88-8734,C,Nagpur,Member,Female,Fashion accessories,97.21,10,4.86,"1,020.71",02-08-2019,13:00,Credit card,18.47
440-59-5691,C,Nagpur,Member,Female,Health and beauty,37.15,7,1.86,273.05,02-08-2019,13:12,Credit card,7.06
830-58-2383,B,Mumbai,Normal,Male,Home and lifestyle,31.75,4,1.59,133.35,02-08-2019,15:26,Cash,6.67
756-49-0168,A,Chennai,Member,Male,Fashion accessories,19.7,1,0.99,20.69,02-08-2019,11:39,Ewallet,4.14
815-04-6282,C,Nagpur,Member,Female,Sports and travel,64.97,5,3.25,341.09,02-08-2019,12:52,Credit card,12.99
181-82-6255,B,Mumbai,Normal,Female,Home and lifestyle,16.37,6,0.82,103.13,02-08-2019,10:58,Cash,3.44
871-39-9221,C,Nagpur,Normal,Female,Electronic accessories,12.45,6,0.62,78.44,02-09-2019,13:11,Cash,2.86
130-98-8941,C,Nagpur,Normal,Male,Fashion accessories,64.26,7,3.21,472.31,02-09-2019,10:00,Cash,11.57
866-05-7563,B,Mumbai,Member,Female,Electronic accessories,81.4,3,4.07,256.41,02-09-2019,19:43,Cash,13.84
447-15-7839,A,Chennai,Member,Female,Sports and travel,22.24,10,1.11,233.52,02-09-2019,11:00,Cash,4.67
428-83-5800,C,Nagpur,Member,Female,Food and beverages,21.08,3,1.05,66.4,02-09-2019,10:25,Cash,4.43
746-19-0921,C,Nagpur,Normal,Male,Food and beverages,21.58,1,1.08,22.66,02-09-2019,10:02,Ewallet,3.45
602-80-9671,C,Nagpur,Member,Female,Home and lifestyle,15.95,6,0.8,100.49,02-09-2019,17:15,Credit card,2.71
747-58-7183,B,Mumbai,Normal,Male,Fashion accessories,57.27,3,2.86,180.4,02-09-2019,20:31,Ewallet,13.17
146-09-5432,A,Chennai,Member,Male,Food and beverages,35.04,9,1.75,331.13,02-09-2019,19:17,Ewallet,5.26
509-10-0516,B,Mumbai,Normal,Male,Home and lifestyle,45.97,4,2.3,193.07,02-09-2019,12:02,Ewallet,9.65
450-42-3339,C,Nagpur,Normal,Male,Health and beauty,84.61,10,4.23,888.41,02-09-2019,18:58,Credit card,15.23
200-40-6154,B,Mumbai,Member,Male,Home and lifestyle,65.91,6,3.3,415.23,02-09-2019,11:45,Cash,10.55
727-02-1313,A,Chennai,Member,Male,Food and beverages,31.84,1,1.59,33.43,02-09-2019,13:22,Cash,7.32
669-54-1719,B,Mumbai,Member,Male,Electronic accessories,18.93,6,0.95,119.26,02-10-2019,12:45,Credit card,2.84
162-48-8011,A,Chennai,Member,Female,Food and beverages,44.59,5,2.23,234.1,02-10-2019,15:10,Cash,8.03
838-78-4295,C,Nagpur,Normal,Female,Health and beauty,33.47,2,1.67,70.29,02-10-2019,15:43,Ewallet,7.03
695-51-0018,B,Mumbai,Normal,Female,Sports and travel,34.84,4,1.74,146.33,02-10-2019,18:36,Cash,6.62
685-64-1609,A,Chennai,Member,Female,Fashion accessories,30.14,10,1.51,316.47,02-10-2019,12:28,Ewallet,6.93
400-60-7251,A,Chennai,Normal,Male,Home and lifestyle,74.07,1,3.7,77.77,02-10-2019,12:50,Ewallet,13.33
227-07-4446,C,Nagpur,Member,Female,Electronic accessories,78.13,10,3.91,820.37,02-10-2019,20:51,Cash,16.41
378-07-7001,B,Mumbai,Member,Male,Electronic accessories,48.09,3,2.4,151.48,02-10-2019,18:23,Credit card,8.66
559-98-9873,A,Chennai,Member,Female,Fashion accessories,53.65,7,2.68,394.33,02-10-2019,12:56,Ewallet,10.19
196-01-2849,C,Nagpur,Member,Female,Fashion accessories,73.38,7,3.67,539.34,02-10-2019,13:56,Cash,14.68
448-34-8700,B,Mumbai,Member,Male,Home and lifestyle,36.91,7,1.85,271.29,02-10-2019,13:51,Ewallet,5.91
796-12-2025,C,Nagpur,Normal,Male,Fashion accessories,62.12,10,3.11,652.26,02-11-2019,16:19,Cash,14.29
284-34-9626,B,Mumbai,Normal,Female,Home and lifestyle,77.04,3,3.85,242.68,02-11-2019,10:39,Credit card,13.1
418-02-5978,B,Mumbai,Normal,Female,Health and beauty,84.09,9,4.2,794.65,02-11-2019,10:54,Cash,15.98
866-99-7614,C,Nagpur,Normal,Male,Food and beverages,89.2,10,4.46,936.6,02-11-2019,15:42,Credit card,16.95
842-40-8179,B,Mumbai,Member,Female,Food and beverages,77.2,10,3.86,810.6,02-11-2019,10:38,Credit card,13.12
534-53-3526,A,Chennai,Normal,Female,Sports and travel,94.76,4,4.74,397.99,02-11-2019,16:06,Ewallet,18.95
401-09-4232,C,Nagpur,Member,Male,Home and lifestyle,86.69,5,4.33,455.12,02-11-2019,18:38,Ewallet,13.87
531-56-4728,A,Chennai,Normal,Male,Home and lifestyle,80.08,3,4,252.25,02-11-2019,15:29,Cash,12.81
365-64-0515,A,Chennai,Normal,Female,Electronic accessories,46.95,5,2.35,246.49,02-12-2019,10:25,Ewallet,7.04
549-03-9315,B,Mumbai,Normal,Male,Fashion accessories,94.87,8,4.74,796.91,02-12-2019,12:58,Ewallet,17.08
549-03-9315,B,Mumbai,Member,Male,Home and lifestyle,60.38,10,3.02,633.99,02-12-2019,16:19,Cash,9.06
287-83-1405,A,Chennai,Normal,Male,Health and beauty,25.43,6,1.27,160.21,02-12-2019,19:01,Ewallet,5.85
641-51-2661,C,Nagpur,Member,Female,Food and beverages,87.1,10,4.36,914.55,02-12-2019,14:45,Credit card,20.03
528-87-5606,B,Mumbai,Member,Female,Electronic accessories,39.48,1,1.97,41.45,02-12-2019,19:43,Cash,7.5
373-14-0504,A,Chennai,Member,Female,Sports and travel,71.63,2,3.58,150.42,02-12-2019,14:33,Ewallet,13.61
885-56-0389,C,Nagpur,Member,Male,Fashion accessories,52.35,1,2.62,54.97,02-12-2019,17:49,Cash,12.04
885-56-0389,C,Nagpur,Normal,Female,Fashion accessories,22.51,7,1.13,165.45,2/13/2019,10:50,Credit card,4.5
151-16-1484,A,Chennai,Member,Male,Electronic accessories,32.25,4,1.61,135.45,2/13/2019,12:38,Ewallet,6.77
151-16-1484,A,Chennai,Member,Male,Electronic accessories,76.82,1,3.84,80.66,2/13/2019,18:27,Ewallet,16.13
767-54-1907,B,Mumbai,Member,Female,Fashion accessories,29.56,5,1.48,155.19,2/13/2019,16:59,Cash,4.43
173-50-1108,B,Mumbai,Member,Female,Sports and travel,20.18,4,1.01,84.76,2/13/2019,12:14,Credit card,3.63
339-18-7061,C,Nagpur,Member,Female,Fashion accessories,92.98,2,4.65,195.26,2/13/2019,15:06,Credit card,21.39
388-76-2555,B,Mumbai,Normal,Male,Sports and travel,13.69,6,0.68,86.25,2/13/2019,13:59,Cash,3.01
549-23-9016,C,Nagpur,Member,Female,Food and beverages,14.87,2,0.74,31.23,2/13/2019,18:15,Credit card,2.53
853-23-2453,B,Mumbai,Member,Male,Health and beauty,75.74,4,3.79,318.11,2/14/2019,14:35,Cash,12.12
638-60-7125,A,Chennai,Normal,Female,Electronic accessories,99.56,8,4.98,836.3,2/14/2019,17:03,Credit card,15.93
174-36-3675,C,Nagpur,Member,Male,Food and beverages,99.37,2,4.97,208.68,2/14/2019,17:29,Cash,14.91
150-89-8043,A,Chennai,Normal,Male,Sports and travel,44.65,3,2.23,140.65,2/14/2019,15:04,Cash,6.7
235-46-8343,C,Nagpur,Member,Male,Food and beverages,27.66,10,1.38,290.43,2/14/2019,11:26,Credit card,5.81
109-86-4363,B,Mumbai,Member,Female,Sports and travel,60.08,7,3,441.59,2/14/2019,11:36,Credit card,13.82
528-14-9470,A,Chennai,Member,Male,Health and beauty,91.3,1,4.57,95.87,2/14/2019,14:42,Ewallet,15.52
545-07-8534,C,Nagpur,Normal,Female,Health and beauty,58.32,2,2.92,122.47,2/14/2019,12:42,Ewallet,8.75
285-68-5083,C,Nagpur,Member,Female,Sports and travel,24.74,3,1.24,77.93,2/15/2019,17:47,Credit card,4.45
227-78-1148,B,Mumbai,Normal,Female,Fashion accessories,72.84,7,3.64,535.37,2/15/2019,12:44,Cash,10.93
394-43-4238,B,Mumbai,Member,Male,Home and lifestyle,17.77,5,0.89,93.29,2/15/2019,12:42,Credit card,2.67
136-08-6195,A,Chennai,Normal,Female,Home and lifestyle,69.96,8,3.5,587.66,2/15/2019,17:01,Credit card,11.89
372-94-8041,A,Chennai,Normal,Male,Health and beauty,15.26,6,0.76,96.14,2/15/2019,18:03,Ewallet,3.51
873-95-4984,B,Mumbai,Member,Female,Health and beauty,76.9,7,3.85,565.22,2/15/2019,20:21,Cash,11.54
860-79-0874,C,Nagpur,Member,Female,Fashion accessories,99.3,10,4.97,"1,042.65",2/15/2019,14:53,Credit card,19.86
541-89-9860,C,Nagpur,Member,Female,Fashion accessories,80.48,3,4.02,253.51,2/15/2019,12:31,Cash,16.1
710-46-4433,B,Mumbai,Member,Female,Food and beverages,77.4,9,3.87,731.43,2/15/2019,14:15,Credit card,17.8
233-34-0817,C,Nagpur,Member,Female,Electronic accessories,98.84,1,4.94,103.78,2/15/2019,11:21,Cash,22.73
246-11-3901,C,Nagpur,Normal,Female,Electronic accessories,32.8,10,1.64,344.4,2/15/2019,12:12,Cash,7.22
152-68-2907,A,Chennai,Normal,Male,Food and beverages,52.2,3,2.61,164.43,2/15/2019,13:30,Credit card,9.4
556-41-6224,C,Nagpur,Normal,Male,Health and beauty,33.64,8,1.68,282.58,2/15/2019,17:10,Credit card,7.06
305-03-2383,A,Chennai,Normal,Female,Food and beverages,67.1,3,3.36,211.37,2/15/2019,10:36,Cash,14.09
400-80-4065,C,Nagpur,Member,Male,Health and beauty,68.55,4,3.43,287.91,2/15/2019,20:21,Credit card,10.97
497-36-0989,A,Chennai,Normal,Male,Fashion accessories,51.94,3,2.6,163.61,2/15/2019,15:21,Cash,10.39
234-36-2483,B,Mumbai,Normal,Male,Health and beauty,57.59,6,2.88,362.82,2/15/2019,13:51,Cash,10.94
321-49-7382,B,Mumbai,Member,Male,Sports and travel,88.31,1,4.42,92.73,2/15/2019,17:38,Credit card,15.01
431-66-2305,B,Mumbai,Normal,Female,Electronic accessories,88.25,9,4.41,833.96,2/15/2019,20:51,Credit card,19.42
241-72-9525,B,Mumbai,Normal,Male,Sports and travel,51.91,10,2.6,545.06,2/16/2019,12:21,Cash,8.31
587-03-7455,C,Nagpur,Member,Female,Fashion accessories,97.79,7,4.89,718.76,2/16/2019,17:30,Ewallet,18.58
598-06-7312,B,Mumbai,Member,Male,Fashion accessories,91.35,1,4.57,95.92,2/16/2019,15:42,Cash,14.62
273-84-2164,C,Nagpur,Member,Male,Electronic accessories,12.05,5,0.6,63.26,2/16/2019,15:53,Ewallet,1.81
133-77-3154,B,Mumbai,Member,Male,Fashion accessories,60.18,4,3.01,252.76,2/16/2019,18:04,Credit card,11.43
408-66-6712,C,Nagpur,Member,Female,Health and beauty,47.71,6,2.39,300.57,2/16/2019,14:19,Ewallet,8.11
895-03-6665,B,Mumbai,Normal,Female,Fashion accessories,36.51,9,1.83,345.02,2/16/2019,10:52,Cash,5.48
873-14-6353,A,Chennai,Member,Male,Food and beverages,24.82,7,1.24,182.43,2/16/2019,10:33,Credit card,5.21
636-48-8204,A,Chennai,Normal,Male,Electronic accessories,34.56,5,1.73,181.44,2/17/2019,11:15,Ewallet,5.18
590-83-4591,B,Mumbai,Member,Male,Electronic accessories,87.45,6,4.37,550.94,2/17/2019,14:40,Credit card,13.99
420-11-4919,C,Nagpur,Member,Female,Food and beverages,71.39,5,3.57,374.8,2/17/2019,19:57,Credit card,14.28
389-25-3394,C,Nagpur,Normal,Male,Electronic accessories,11.81,5,0.59,62,2/17/2019,18:06,Cash,2.36
803-17-8013,A,Chennai,Member,Female,Home and lifestyle,88.79,8,4.44,745.84,2/17/2019,17:09,Cash,19.53
634-97-8956,A,Chennai,Normal,Male,Food and beverages,32.9,3,1.65,103.64,2/17/2019,17:27,Credit card,5.59
612-36-5536,A,Chennai,Member,Male,Food and beverages,80.96,8,4.05,680.06,2/17/2019,11:12,Credit card,17.81
827-77-7633,A,Chennai,Normal,Male,Sports and travel,98.09,9,4.9,926.95,2/17/2019,19:41,Cash,22.56
123-35-4896,C,Nagpur,Normal,Female,Sports and travel,46.66,9,2.33,440.94,2/17/2019,19:11,Ewallet,9.8
788-21-5741,A,Chennai,Normal,Male,Fashion accessories,45.38,3,2.27,142.95,2/17/2019,13:34,Credit card,7.26
785-96-0615,B,Mumbai,Member,Female,Electronic accessories,35.74,8,1.79,300.22,2/17/2019,15:28,Ewallet,6.79
201-63-8275,C,Nagpur,Member,Female,Sports and travel,67.99,7,3.4,499.73,2/17/2019,16:50,Ewallet,10.88
131-70-8179,A,Chennai,Member,Female,Health and beauty,92.09,3,4.6,290.08,2/17/2019,16:27,Cash,15.66
597-78-7908,C,Nagpur,Normal,Male,Fashion accessories,90.22,3,4.51,284.19,2/18/2019,19:39,Cash,17.14
354-39-5160,A,Chennai,Member,Female,Home and lifestyle,34.42,6,1.72,216.85,2/18/2019,15:39,Cash,7.92
278-97-7759,A,Chennai,Member,Female,Electronic accessories,62.48,1,3.12,65.6,2/18/2019,20:29,Cash,11.87
787-15-1757,C,Nagpur,Member,Male,Health and beauty,44.07,4,2.2,185.09,2/18/2019,16:28,Ewallet,10.14
764-44-8999,B,Mumbai,Normal,Female,Health and beauty,14.76,2,0.74,31,2/18/2019,14:42,Ewallet,2.21
652-49-6720,C,Nagpur,Member,Female,Electronic accessories,60.95,1,3.05,64,2/18/2019,11:40,Ewallet,10.97
849-09-3807,A,Chennai,Member,Female,Fashion accessories,88.34,7,4.42,649.3,2/18/2019,13:28,Cash,20.32
272-27-9238,C,Nagpur,Normal,Female,Food and beverages,41.24,4,2.06,173.21,2/19/2019,16:23,Cash,6.6
752-23-3760,B,Mumbai,Member,Female,Sports and travel,64.08,7,3.2,470.99,2/19/2019,19:29,Credit card,9.61
868-06-0466,A,Chennai,Member,Male,Electronic accessories,69.58,9,3.48,657.53,2/19/2019,19:38,Credit card,11.83
183-21-3799,C,Nagpur,Normal,Female,Electronic accessories,77.63,9,3.88,733.6,2/19/2019,15:14,Ewallet,17.85
629-42-4133,C,Nagpur,Normal,Male,Health and beauty,21.8,8,1.09,183.12,2/19/2019,19:24,Cash,3.27
886-77-9084,C,Nagpur,Normal,Male,Electronic accessories,71.89,8,3.59,603.88,2/19/2019,11:33,Ewallet,12.94
409-33-9708,A,Chennai,Normal,Female,Fashion accessories,98.48,2,4.92,206.81,2/19/2019,10:12,Ewallet,18.71
449-16-6770,A,Chennai,Normal,Male,Health and beauty,50.79,5,2.54,266.65,2/19/2019,14:53,Credit card,7.62
384-59-6655,A,Chennai,Member,Female,Food and beverages,98.66,9,4.93,932.34,2/19/2019,15:07,Cash,17.76
692-92-5582,B,Mumbai,Member,Female,Food and beverages,54.84,3,2.74,172.75,2/20/2019,13:27,Credit card,11.52
782-95-9291,A,Chennai,Member,Male,Food and beverages,92.29,5,4.61,484.52,2/20/2019,15:55,Credit card,21.23
548-46-9322,B,Mumbai,Normal,Male,Food and beverages,39.9,10,2,418.95,2/20/2019,15:24,Credit card,6.78
548-46-9322,B,Mumbai,Normal,Male,Health and beauty,66.68,5,3.33,350.07,2/20/2019,18:01,Cash,10.67
725-56-0833,A,Chennai,Normal,Female,Health and beauty,32.32,10,1.62,339.36,2/20/2019,16:49,Credit card,5.49
458-61-0011,B,Mumbai,Normal,Male,Food and beverages,60.3,4,3.02,253.26,2/20/2019,18:43,Cash,10.85
779-42-2410,B,Mumbai,Member,Male,Food and beverages,57.74,3,2.89,181.88,2/20/2019,13:06,Ewallet,10.39
546-80-2899,A,Chennai,Member,Male,Home and lifestyle,37.69,2,1.88,79.15,2/20/2019,15:29,Ewallet,8.67
848-95-6252,C,Nagpur,Member,Female,Home and lifestyle,86.27,1,4.31,90.58,2/20/2019,13:24,Ewallet,12.94
311-13-6971,B,Mumbai,Member,Male,Sports and travel,31.99,10,1.6,335.9,2/20/2019,15:18,Credit card,6.08
311-13-6971,A,Chennai,Member,Female,Electronic accessories,94.64,3,4.73,298.12,2/21/2019,16:55,Cash,20.82
279-62-1445,C,Nagpur,Member,Female,Fashion accessories,12.54,1,0.63,13.17,2/21/2019,12:38,Cash,2.51
269-04-5750,B,Mumbai,Member,Male,Fashion accessories,73.82,4,3.69,310.04,2/21/2019,18:31,Cash,13.29
714-02-3114,C,Nagpur,Normal,Female,Sports and travel,98.8,2,4.94,207.48,2/21/2019,11:39,Cash,22.72
714-02-3114,C,Nagpur,Normal,Female,Health and beauty,83.66,5,4.18,439.22,2/21/2019,10:26,Cash,15.06
503-21-4385,B,Mumbai,Member,Male,Health and beauty,39.91,3,2,125.72,2/21/2019,12:40,Ewallet,8.38
488-25-4221,C,Nagpur,Member,Female,Food and beverages,30.41,1,1.52,31.93,2/22/2019,10:36,Credit card,5.47
743-88-1662,C,Nagpur,Normal,Male,Sports and travel,95.49,7,4.77,701.85,2/22/2019,18:17,Ewallet,21.01
831-64-0259,B,Mumbai,Normal,Female,Fashion accessories,39.75,5,1.99,208.69,2/22/2019,10:43,Ewallet,7.16
837-55-7229,B,Mumbai,Normal,Female,Fashion accessories,47.44,1,2.37,49.81,2/22/2019,18:19,Credit card,10.91
582-52-8065,B,Mumbai,Normal,Female,Fashion accessories,54.31,9,2.72,513.23,2/22/2019,10:49,Cash,8.69
807-14-7833,A,Chennai,Member,Female,Electronic accessories,17.42,10,0.87,182.91,2/22/2019,12:30,Ewallet,4.01
864-24-7918,A,Chennai,Member,Female,Sports and travel,24.49,10,1.22,257.15,2/22/2019,15:15,Cash,4.65
777-67-2495,B,Mumbai,Normal,Male,Home and lifestyle,68.97,3,3.45,217.26,2/22/2019,11:26,Ewallet,13.79
838-02-1821,C,Nagpur,Member,Female,Home and lifestyle,12.73,2,0.64,26.73,2/22/2019,12:10,Credit card,2.93
690-01-6631,B,Mumbai,Normal,Male,Fashion accessories,17.49,10,0.87,183.65,2/22/2019,18:35,Ewallet,4.02
347-56-2442,A,Chennai,Normal,Male,Home and lifestyle,65.82,1,3.29,69.11,2/22/2019,15:33,Cash,12.51
787-56-0757,C,Nagpur,Member,Female,Food and beverages,80.36,4,4.02,337.51,2/23/2019,18:45,Credit card,16.88
396-90-2219,B,Mumbai,Normal,Female,Electronic accessories,14.96,8,0.75,125.66,2/23/2019,12:29,Cash,2.24
729-46-7422,C,Nagpur,Normal,Male,Food and beverages,35.89,1,1.79,37.68,2/23/2019,16:52,Credit card,5.38
503-07-0930,C,Nagpur,Member,Male,Sports and travel,58.39,7,2.92,429.17,2/23/2019,19:49,Credit card,12.26
695-09-5146,B,Mumbai,Member,Female,Food and beverages,98.79,3,4.94,311.19,2/23/2019,20:00,Ewallet,17.78
190-14-3147,B,Mumbai,Normal,Female,Health and beauty,17.97,4,0.9,75.47,2/23/2019,20:43,Ewallet,3.77
274-05-5470,A,Chennai,Member,Female,Food and beverages,73.47,4,3.67,308.57,2/23/2019,18:30,Cash,11.02
831-81-6575,B,Mumbai,Member,Female,Electronic accessories,75.59,9,3.78,714.33,2/23/2019,11:12,Cash,15.87
315-22-5665,C,Nagpur,Normal,Female,Home and lifestyle,73.56,10,3.68,772.38,2/24/2019,11:38,Ewallet,15.45
803-83-5989,C,Nagpur,Normal,Male,Home and lifestyle,55.73,6,2.79,351.1,2/24/2019,10:55,Ewallet,10.03
692-27-8933,B,Mumbai,Normal,Female,Sports and travel,57.95,6,2.9,365.09,2/24/2019,13:02,Cash,12.75
740-11-5257,C,Nagpur,Normal,Male,Electronic accessories,24.74,10,1.24,259.77,2/24/2019,16:44,Cash,5.2
242-11-3142,B,Mumbai,Member,Male,Fashion accessories,83.77,2,4.19,175.92,2/24/2019,19:57,Cash,15.92
516-77-6464,C,Nagpur,Member,Female,Health and beauty,10.16,5,0.51,53.34,2/24/2019,13:08,Ewallet,1.73
380-60-5336,A,Chennai,Normal,Female,Electronic accessories,40.26,10,2.01,422.73,2/24/2019,18:06,Credit card,8.05
186-43-8965,A,Chennai,Member,Female,Home and lifestyle,47.68,2,2.38,100.13,2/24/2019,10:10,Credit card,7.63
365-16-4334,B,Mumbai,Normal,Female,Food and beverages,26.43,8,1.32,222.01,2/24/2019,14:26,Ewallet,3.96
355-53-5943,A,Chennai,Member,Female,Electronic accessories,68.84,6,3.44,433.69,2/25/2019,14:36,Ewallet,10.33
300-71-4605,C,Nagpur,Member,Male,Electronic accessories,86.04,5,4.3,451.71,2/25/2019,11:24,Ewallet,16.35
871-79-8483,B,Mumbai,Normal,Male,Fashion accessories,94.13,5,4.71,494.18,2/25/2019,19:39,Credit card,21.65
275-28-0149,A,Chennai,Normal,Male,Sports and travel,63.69,1,3.18,66.87,2/25/2019,16:21,Cash,14.01
505-02-0892,B,Mumbai,Member,Male,Health and beauty,42.57,8,2.13,357.59,2/25/2019,14:12,Ewallet,8.09
735-06-4124,C,Nagpur,Normal,Male,Food and beverages,48.61,1,2.43,51.04,2/25/2019,15:31,Cash,8.26
502-05-1910,A,Chennai,Normal,Male,Health and beauty,65.18,3,3.26,205.32,2/25/2019,20:35,Credit card,13.69
511-54-3087,B,Mumbai,Normal,Male,Sports and travel,88.45,1,4.42,92.87,2/25/2019,16:36,Credit card,17.69
719-89-8991,A,Chennai,Member,Female,Sports and travel,91.41,5,4.57,479.9,2/25/2019,16:03,Ewallet,19.2
308-81-0538,A,Chennai,Normal,Female,Fashion accessories,73.05,4,3.65,306.81,2/25/2019,17:16,Credit card,12.42
834-83-1826,B,Mumbai,Member,Female,Home and lifestyle,82.04,5,4.1,430.71,2/25/2019,17:16,Credit card,18.87
636-17-0325,B,Mumbai,Normal,Male,Health and beauty,62.57,4,3.13,262.79,2/25/2019,18:37,Cash,13.14
636-17-0325,B,Mumbai,Normal,Female,Electronic accessories,52.79,10,2.64,554.3,2/25/2019,11:58,Ewallet,10.56
608-05-3804,B,Mumbai,Member,Male,Electronic accessories,39.75,1,1.99,41.74,2/25/2019,20:19,Cash,7.55
459-45-2396,A,Chennai,Member,Female,Food and beverages,99.6,3,4.98,313.74,2/25/2019,18:45,Cash,17.93
574-80-1489,B,Mumbai,Member,Female,Food and beverages,62.85,4,3.14,263.97,2/25/2019,13:22,Ewallet,12.57
466-61-5506,B,Mumbai,Member,Female,Electronic accessories,90.7,6,4.54,571.41,2/26/2019,10:52,Cash,17.23
154-74-7179,B,Mumbai,Normal,Male,Sports and travel,54.45,1,2.72,57.17,2/26/2019,19:24,Ewallet,10.35
477-24-6490,B,Mumbai,Normal,Female,Health and beauty,99.71,6,4.99,628.17,2/26/2019,16:52,Ewallet,14.96
649-11-3678,C,Nagpur,Normal,Female,Food and beverages,22.93,9,1.15,216.69,2/26/2019,20:26,Cash,4.82
437-53-3084,B,Mumbai,Normal,Male,Fashion accessories,99.89,2,4.99,209.77,2/26/2019,11:48,Ewallet,20.98
491-38-3499,A,Chennai,Member,Male,Fashion accessories,55.45,1,2.77,58.22,2/26/2019,17:46,Credit card,10.54
707-32-7409,B,Mumbai,Member,Female,Sports and travel,95.54,4,4.78,401.27,2/26/2019,11:58,Ewallet,21.97
702-72-0487,A,Chennai,Normal,Female,Electronic accessories,46.61,2,2.33,97.88,2/26/2019,12:28,Credit card,8.86
518-71-6847,B,Mumbai,Member,Male,Food and beverages,26.6,6,1.33,167.58,2/26/2019,15:10,Ewallet,4.52
370-41-7321,B,Mumbai,Member,Male,Health and beauty,56.69,9,2.83,535.72,2/27/2019,17:24,Credit card,11.9
318-68-5053,B,Mumbai,Normal,Female,Health and beauty,76.99,6,3.85,485.04,2/27/2019,17:55,Cash,14.63
135-84-8019,A,Chennai,Normal,Female,Fashion accessories,77.93,9,3.9,736.44,2/27/2019,16:10,Ewallet,12.47
400-45-1220,B,Mumbai,Normal,Female,Health and beauty,13.5,10,0.68,141.75,2/27/2019,11:06,Credit card,2.3
605-72-4132,C,Nagpur,Normal,Female,Food and beverages,94.47,8,4.72,793.55,2/27/2019,15:12,Cash,21.73
741-73-3559,B,Mumbai,Normal,Male,Sports and travel,67.27,5,3.36,353.17,2/27/2019,17:27,Cash,10.76
741-73-3559,B,Mumbai,Normal,Male,Fashion accessories,52.42,3,2.62,165.12,2/27/2019,17:36,Ewallet,9.96
250-81-7186,C,Nagpur,Normal,Female,Electronic accessories,99.69,1,4.98,104.67,2/27/2019,10:23,Credit card,15.95
105-10-6182,A,Chennai,Member,Male,Fashion accessories,21.48,2,1.07,45.11,2/27/2019,12:22,Ewallet,3.44
191-29-0321,B,Mumbai,Member,Female,Fashion accessories,19.77,10,0.99,207.59,2/27/2019,18:57,Credit card,3.95
250-17-5703,A,Chennai,Member,Male,Food and beverages,18.85,10,0.94,197.93,2/27/2019,18:24,Ewallet,3.96
759-98-4285,C,Nagpur,Member,Female,Health and beauty,85.87,7,4.29,631.14,2/27/2019,19:01,Credit card,14.6
263-12-5321,A,Chennai,Member,Male,Electronic accessories,92.6,7,4.63,680.61,2/27/2019,12:52,Credit card,18.52
243-55-8457,A,Chennai,Normal,Female,Food and beverages,74.44,10,3.72,781.62,2/27/2019,11:40,Ewallet,16.38
399-46-5918,C,Nagpur,Normal,Female,Electronic accessories,85.98,8,4.3,722.23,2/28/2019,19:01,Cash,17.2
142-72-4741,C,Nagpur,Member,Male,Fashion accessories,93.2,2,4.66,195.72,2/28/2019,18:37,Credit card,13.98
709-58-4068,B,Mumbai,Normal,Female,Fashion accessories,41.09,10,2.05,431.45,2/28/2019,14:42,Cash,8.22
786-94-2700,A,Chennai,Member,Male,Food and beverages,80.62,6,4.03,507.91,2/28/2019,20:18,Cash,15.32
635-28-5728,A,Chennai,Normal,Male,Health and beauty,56,3,2.8,176.4,2/28/2019,19:33,Ewallet,11.76
291-59-1384,B,Mumbai,Normal,Male,Electronic accessories,60.3,1,3.02,63.32,2/28/2019,17:38,Cash,10.85
189-98-2939,C,Nagpur,Normal,Male,Fashion accessories,78.55,9,3.93,742.3,03-01-2019,13:22,Cash,18.07
453-63-6187,B,Mumbai,Normal,Male,Electronic accessories,27.5,3,1.38,86.63,03-01-2019,15:40,Ewallet,6.33
153-58-4872,C,Nagpur,Member,Female,Food and beverages,74.89,4,3.74,314.54,03-01-2019,15:32,Ewallet,17.22
220-28-1851,A,Chennai,Normal,Male,Home and lifestyle,34.73,2,1.74,72.93,03-01-2019,18:14,Ewallet,7.29
339-96-8318,B,Mumbai,Member,Male,Fashion accessories,81.31,7,4.07,597.63,03-01-2019,19:49,Ewallet,13.82
207-73-1363,B,Mumbai,Normal,Male,Health and beauty,69.51,2,3.48,145.97,03-01-2019,12:15,Ewallet,11.82
470-31-3286,B,Mumbai,Normal,Male,Health and beauty,14.82,3,0.74,46.68,03-01-2019,11:30,Credit card,3.11
